juego,equipo,nombre,posicion,elemento,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,tecnicas
IE1,Raimon,Mark Evans,PR,tierra,191,184,72,72,70,77,68,69,79,God Hand | Grenade Shot | Majin The Hand | Triple Defence
IE1,Inazuma KFC,Ken Cake,DL,tierra,123,88,49,40,40,40,51,49,46,Spiral Shot | Sumo Stomp | Horn Train | Cross Drive
IE1,Umbrella,Ingram,PR,fuego,149,113,44,71,52,74,47,57,78,Tornado Catch | Spinning Shot | Whirlwind | Back Tornado
IE1,Umbrella,Banker,PR,aire,138,122,50,45,51,63,50,45,75,Spinning Shot | Comet Shot | Phantom Shot | Wrath Shot
IE1,Umbrella,Sefton,DF,aire,151,109,53,49,61,54,67,54,55,Spinning Cut | Whirlwind Twister | Kung Fu Header | Spider Web
IE1,Umbrella,Caperock,DF,aire,140,113,54,50,46,45,58,48,53,Killer Slide | Toughness Block | Blade Attack | Utter Gutsiness Bat
IE1,Umbrella,Strike,DF,fuego,132,109,48,50,64,47,56,51,53,Quick Draw | Rolling Kick | Blade Attack | Cross Drive
IE1,Umbrella,Chops,DF,bosque,136,120,62,63,55,44,53,55,49,Coil Turn | Blade Attack | Monkey Turn | Cyclone
IE1,Umbrella,Porter,DF,tierra,145,112,45,56,44,60,44,52,46,Killer Slide | Horn Train | The Wall | Rolling Hell
IE1,Umbrella,Molehill,DF,aire,123,113,53,48,68,48,55,49,46,Rolling Kick | Flurry Dash | Afterimage | Twin Boost
IE1,Umbrella,Most,DF,tierra,191,165,65,60,60,68,63,61,64,Dash Accelerator | Super Armadillo | Sumo Stomp | Pressure Punch
IE1,Umbrella,Chaney,MC,bosque,136,121,46,48,48,45,66,48,49,Grenade Shot | Dynamite Shot | Utter Gutsiness Bat | Back Tornado
IE1,Umbrella,Rhymes,MC,aire,140,140,47,48,52,53,46,45,48,Rodeo Clown | Whirlwind Twister | Run Ball Run | Rolling Hell
IE1,Umbrella,Tunk,MC,fuego,145,109,55,53,44,62,55,47,54,Spiral Shot | Black Magic | Breakthrough | Tarzan Kick
IE1,Umbrella,Morefield,MC,aire,167,129,59,56,58,52,48,52,72,Flurry Dash | Spinning Shot | Dynamite Shot | Freeze Shot
IE1,Umbrella,Scott,MC,bosque,129,109,44,52,47,50,55,52,44,Defence Scan | Magic | Fake Ball | Attack Scan
IE1,Umbrella,Cyborg,DL,bosque,123,165,49,55,63,51,51,56,65,Snake Shot | Attack Scan | Zigzag Spark | Patriot Shot
IE1,Top-Left Panel,Balt Decker,DF,aire,169,174,56,46,47,60,75,61,67,Quick Draw | Whirlwind Twister | Dynamite Shot | Back Tornado
IE1,Top-Left Panel,Art Pendragon,PR,aire,132,136,60,65,46,63,63,71,59,Tornado Catch | Shot Pocket | Ghost Pull | Mistral
IE1,Top-Left Panel,Nev Erin,DL,aire,121,176,60,70,71,61,76,68,71,Dash Accelerator | Coil Turn | Cross Drive | Divine Arrows
IE1,Top-Left Panel,Christian Dear,DF,bosque,118,100,59,64,76,64,44,52,55,Rolling Kick | Spinning Cut | About Face | Whirlwind Cut
IE1,Top-Left Panel,Jeeves Dropper,MC,aire,96,142,45,61,58,53,68,60,54,Flurry Dash | Monkey Turn | Poison Fog | Moonsault
IE1,Top-Left Panel,Iggy Loyaller,DL,bosque,83,158,61,62,53,62,34,64,53,Dash Accelerator | Spinning Shot | Cross Drive | Blade Attack
IE1,Top-Left Panel,Spike Needle,PR,aire,151,130,42,32,39,60,71,59,54,Killer Blade | Power Shield | Coil Turn | Full Power Shield
IE1,Top-Left Panel,Chaz Biggins,DL,tierra,176,98,63,61,28,63,57,64,56,Sumo Stomp | Dynamite Shot | Dirt Ball | Rolling Hell
IE1,Top-Left Panel,Macky Valley,DL,aire,116,108,58,59,45,44,47,52,78,Flurry Dash | Grenade Shot | Cross Drive | Divine Arrows
IE1,Top-Left Panel,Percy Coldstair,DF,bosque,107,156,42,59,56,52,65,64,63,Attack Scan | Defence Scan | Breakthrough | Clone Faker
IE1,Top-Left Panel,Hank Halberd,PR,bosque,195,156,66,62,61,61,37,62,55,Killer Blade | Teleport Shot | Killer Slide | Whirlwind
IE1,Top-Left Panel,Don Keys,DL,fuego,129,150,45,36,32,53,64,55,56,Teleport Shot | Psycho Shot | Illusion Ball | Shine Drive
IE1,Top-Left Panel,Berty Adman,PR,tierra,129,136,52,52,56,59,71,64,55,Fireball Knuckle | Toughness Block | Rocket Kobushi | Mistral
IE1,Top-Left Panel,Joe Straiter,PR,fuego,171,132,56,53,52,71,58,58,59,Pressure Punch | Quick Draw | Whirlwind | Full Power Shield
IE1,Top-Left Panel,Rocky Shears,PR,tierra,167,158,58,58,60,79,63,60,60,Rocket Kobushi | Wood Chopper | Bamboo Pattern | Counter Strike
IE1,Top-Left Panel,Sham Spike,MC,tierra,156,140,64,58,52,56,55,58,58,Bewildered | Horn Train | Illusion Ball | Mole Fake
IE1,Top-Left Panel,Colin Salts,DL,bosque,132,110,63,44,46,41,44,48,41,Snake Shot | Wrath Shot | Spider Web | Clone Shot
IE1,Top-Left Panel,Tony Hacker,MC,bosque,79,168,52,60,67,69,76,75,64,Black Magic | Defence Scan | Shadow Stitch | Clone Shot
IE1,Top Panel,Andrew Meikle,PR,fuego,165,168,48,56,61,48,63,53,62,Fireball Knuckle | Pressure Punch | The Wall | Gigant Wall
IE1,Top Panel,Arthur Dox,DL,tierra,81,144,60,67,40,66,60,68,55,Spiral Shot | Quick Draw | Meteor Attack | Rolling Hell
IE1,Top Panel,Len Scapp,PR,tierra,127,150,41,36,33,56,74,56,63,Pressure Punch | Power Shield | Spinning Cut | Wood Chopper
IE1,Top Panel,Penfold Pulper,DL,aire,99,158,41,52,59,59,71,64,62,Grenade Shot | Tarzan Kick | Zigzag Spark | Run Ball Run
IE1,Top Panel,Carl Gnu,DL,bosque,77,152,42,55,53,62,71,72,54,Dynamite Shot | Dash Accelerator | Kung Fu Header | Shine Drive
IE1,Top Panel,Scean Spector,DF,aire,138,154,47,30,28,56,62,56,60,Doppelganger | Black Magic | Ghost Pull | About Face
IE1,Top Panel,Bo Ling,DF,bosque,147,146,45,55,79,50,56,57,52,Killer Slide | Zigzag Spark | Cyclone | Whirlwind Cut
IE1,Top Panel,Troy Trucker,DL,aire,77,156,66,53,63,58,60,79,52,Coil Turn | Meteor Attack | Kung Fu Header | Whirlwind Cut
IE1,Top Panel,Drew Straitedge,PR,tierra,118,124,49,46,44,44,46,42,47,Pressure Punch | Monkey Turn | Wood Chopper | Whirlwind
IE1,Top Panel,Bos Horne,DF,tierra,85,146,61,61,54,56,59,68,55,Doppelganger | Bewildered | Heat Tackle | Bamboo Pattern
IE1,Top Panel,Pete Grimes,PR,fuego,158,176,44,53,60,41,52,62,52,Pressure Punch | Toughness Block | Coil Turn | Full Power Shield
IE1,Top Panel,Homer Pidgeon,DF,fuego,213,130,60,60,56,52,60,77,56,Coil Turn | Monkey Turn | Cross Drive | Harvest
IE1,Top Panel,Kit Chapman,DL,fuego,125,153,69,59,57,54,53,62,61,Grenade Shot | Utter Gutsiness Bat | Whirlwind Twister | Back Tornado
IE1,Top Panel,Joe Nalist,PR,bosque,191,142,63,53,55,68,38,68,58,Killer Blade | Shot Pocket | Spider Web | Poison Fog
IE1,Top Panel,Davy Johns,DL,aire,88,118,68,51,41,60,71,56,40,Comet Shot | Meteor Attack | Earthquake | Dirt Ball
IE1,Top Panel,Phil Anthropic,DL,tierra,136,124,77,77,78,78,68,43,75,Teleport Shot | Ghost Pull | Black Magic | Dirt Ball
IE1,Top Panel,Florian Hutter,MC,fuego,165,196,55,54,52,56,59,62,57,Rodeo Clown | Bewildered | Dynamite Shot | Illusion Ball
IE1,Top Panel,Peter Malus,MC,tierra,125,133,63,63,56,53,60,61,53,Rodeo Clown | Bewildered | Breakthrough | Dirt Ball
IE1,Top Panel,Dom Ittory,PR,tierra,160,132,51,52,60,44,62,62,52,Toughness Block | Coil Turn | Rocket Kobushi | Counter Strike
IE1,Top Panel,Sol Crater,DL,fuego,171,138,53,52,52,56,52,57,56,Spinning Shot | Tarzan Kick | Mole Fake | Dirt Ball
IE1,Top Panel,Dex Territy,PR,tierra,167,154,60,52,58,52,59,56,56,Killer Blade | Toughness Block | Wood Chopper | Shadow Stitch
IE1,Top-Right Panel,Ramsey Faroe,PR,fuego,217,82,37,77,32,71,30,79,34,Phantom Shot | Spider Web | Poison Fog | God Hand
IE1,Top-Right Panel,Tim Piece,DL,aire,156,144,47,61,54,60,66,60,62,Comet Shot | Quick Draw | Run Ball Run | Attack Scan
IE1,Top-Right Panel,Hike Basher,DL,bosque,149,152,60,60,54,56,61,54,63,Rolling Kick | Teleport Shot | Psycho Shot | Death Zone
IE1,Top-Right Panel,Madison Cabinet,PR,fuego,167,172,40,52,61,42,60,63,57,Grenade Shot | Patriot Shot | Illusion Ball | Blazing Knuckle
IE1,Top-Right Panel,Viv Grey,DF,fuego,140,198,55,57,42,44,47,61,56,Comet Shot | Tiro del condor | Illusion Ball | Psycho Shot
IE1,Top-Right Panel,Dan Drobium,DL,bosque,156,150,52,60,62,53,56,62,57,Phantom Shot | Doppelganger | Psycho Shot | Poison Fog
IE1,Top-Right Panel,Walter Mendip,DL,aire,116,102,61,62,40,51,42,54,59,Snake Shot | Bewildered | Dirt Ball | Reflect Buster
IE1,Top-Right Panel,Cal Cooler,DL,bosque,191,152,68,56,61,60,55,69,57,Grenade Shot | Freeze Shot | Rodeo Clown | Cyclone
IE1,Top-Right Panel,Shirley Ladyman,DF,bosque,167,150,51,31,30,53,68,60,62,Coil Turn | Whirlwind Twister | Cyclone | Whirlwind Cut
IE1,Top-Right Panel,Callan Trens,DL,fuego,121,153,62,61,57,65,55,52,57,Spiral Shot | Whirlwind Twister | Twin Boost | Whirlwind Cut
IE1,Top-Right Panel,Grant Slammer,DL,aire,149,152,48,57,63,43,57,54,58,Spiral Shot | Psycho Shot | Clone Shot | Afterimage
IE1,Top-Right Panel,Pascal Richter,MC,tierra,167,138,51,60,62,45,52,60,57,Horn Train | Zigzag Spark | Mole Fake | Cyclone
IE1,Top-Right Panel,Florian Selles,DL,bosque,158,150,52,60,59,63,59,52,52,Rolling Kick | Phantom Shot | Dash Accelerator | Dash Storm
IE1,Top-Right Panel,Oscar Esher,PR,aire,81,94,35,31,28,36,38,32,32,Rodeo Clown | Sumo Stomp | Toughness Block | Gigant Wall
IE1,Top-Right Panel,Perry Pincher,DL,tierra,162,140,58,56,55,52,59,63,61,Spiral Shot | Kung Fu Header | Zigzag Spark | rande turbine
IE1,Top-Right Panel,Bill Phee,PR,bosque,99,130,70,52,52,60,60,69,60,Fireball Knuckle | Blade Attack | Blazing Knuckle | Hurricane Arrows
IE1,Top-Right Panel,Sonny Rentman,DL,tierra,118,178,56,71,60,69,62,63,57,Spinning Shot | Grenade Shot | Spinning Cut | Shine Drive
IE1,Top-Right Panel,Rod Entwhistle,PR,aire,107,136,66,58,56,68,39,79,60,Killer Blade | Coil Turn | Rocket Kobushi | Cyclone
IE1,Top-Right Panel,Alec Dote,PR,aire,149,198,41,55,64,40,60,58,60,Shadow Stitch | Phantom Shot | Freeze Shot | Bamboo Pattern
IE1,Top-Right Panel,Pay Chance,PR,fuego,173,141,59,56,53,59,60,56,56,Fireball Knuckle | Toughness Block | Whirlwind | Blazing Knuckle
IE1,Left Panel,John Corder,DL,fuego,145,132,56,63,62,61,62,56,52,Comet Shot | Bewildered | Heat Tackle | Patriot Shot
IE1,Left Panel,Carey Ginu,DL,bosque,88,132,40,52,60,62,78,55,60,Sumo Stomp | Bewildered | Utter Gutsiness Bat | Ghost Pull
IE1,Left Panel,Jack Trumper,DL,aire,171,174,40,58,68,44,57,57,52,Spinning Shot | Teleport Shot | Cross Drive | Divine Arrows
IE1,Left Panel,Colin Lection,DF,fuego,158,154,56,57,52,60,52,62,52,Killer Slide | Fake Ball | Heat Tackle | Cyclone
IE1,Left Panel,Conor Abley,PR,fuego,94,148,64,58,62,67,38,78,62,Pressure Punch | Wild Claw | Harvest | Blazing Knuckle
IE1,Left Panel,Rick Hatter,DL,fuego,191,156,60,61,64,65,64,62,64,Grenade Shot | Dynamite Shot | Patriot Shot | Divine Arrows
IE1,Left Panel,Percy Stent,PR,fuego,151,173,76,63,60,62,68,69,67,Power Shield | The Wall | Wood Chopper | Whirlwind
IE1,Left Panel,Luke Raffles,MC,bosque,107,154,62,59,56,52,63,68,60,Quick Draw | Tarzan Kick | Breakthrough | About Face
IE1,Left Panel,Trey Spotter,MC,aire,149,132,47,54,61,51,51,44,52,Magic | Run Ball Run | Horn Train | Illusion Ball
IE1,Left Panel,Hollis Ticure,DL,fuego,193,138,58,60,53,59,52,69,52,Sumo Stomp | Grenade Shot | Meteor Attack | Mole Fake
IE1,Left Panel,Dash Dotter,MC,aire,96,142,51,52,61,52,65,62,58,Whirlwind Twister | Zigzag Spark | Illusion Ball | Dash Storm
IE1,Left Panel,Guy Dance,MC,tierra,81,144,42,58,63,62,60,67,55,Dash Accelerator | Bewildered | Defence Scan | Dirt Ball
IE1,Left Panel,Brendan Branch,PR,tierra,79,142,44,58,60,61,68,56,55,Comet Shot | Pressure Punch | Quick Draw | Shot Pocket
IE1,Left Panel,Slim Lanky,PR,aire,118,142,44,36,35,58,66,55,63,Killer Blade | Wood Chopper | Cyclone | Blazing Knuckle
IE1,Left Panel,Bob Whittle,DL,aire,140,164,60,68,70,64,70,64,62,Comet Shot | Kung Fu Header | Back Tornado | Divine Arrows
IE1,Left Panel,Ringo Stagg,DF,aire,140,165,60,65,57,67,56,56,63,Coil Turn | Zigzag Spark | Afterimage | Harvest
IE1,Left Panel,Sam O'Reilly,MC,fuego,118,104,63,54,44,44,41,55,56,Whirlwind Twister | Whirlwind Cut | Clone Shot | Blade Attack
IE1,Left Panel,Theo Broma,DF,fuego,140,128,52,54,49,49,41,55,53,Rolling Kick | Spinning Cut | About Face | Kung Fu Header
IE1,Left Panel,Gwyn Penn,PR,aire,165,176,49,57,71,43,58,53,61,Killer Blade | Wood Chopper | Mistral | Freeze Shot
IE1,Left Panel,Thor Toise,MC,tierra,118,110,52,54,48,41,50,59,53,Sumo Stomp | Horn Train | Earthquake | Mega Quake
IE1,Left Panel,Nick Yergrub,DL,aire,99,152,62,70,48,76,52,76,62,Spinning Shot | Rodeo Clown | Condor Dive | Utter Gutsiness Bat
IE1,Left Panel,Don Snow,PR,fuego,200,130,60,58,60,64,35,64,61,Pressure Punch | Toughness Block | Dash Accelerator | Mistral
IE1,Left Panel,Walter Card,DL,tierra,79,186,32,30,79,33,39,36,35,Sumo Stomp | Black Magic | About Face | Dirt Ball
IE1,Middle Panel,Sonny Welkin,MC,fuego,167,144,68,62,54,60,35,68,54,Sumo Stomp | Horn Train | Super Armadillo | Boost Glider
IE1,Middle Panel,Joe Lamkin,MC,bosque,162,152,52,60,56,53,62,58,56,Rodeo Clown | Snake Shot | Magic | Spider Web
IE1,Middle Panel,Bud Hunter,PR,bosque,134,132,47,56,59,52,63,64,56,Killer Blade | Blade Attack | Magic | Illusion Ball
IE1,Middle Panel,Crane Clawson,MC,aire,145,157,60,64,60,68,56,52,61,Bewildered | Breakthrough | Poison Fog | Utter Gutsiness Bat
IE1,Middle Panel,Ernest Byer,DL,fuego,211,178,56,57,52,57,61,78,61,Fire Tornado | Utter Gutsiness Bat | Poison Fog | Spider Web
IE1,Middle Panel,Thomas Cott,PR,aire,147,150,53,59,53,56,63,59,56,Tornado Catch | Doppelganger | Whirlwind | Shadow Stitch
IE1,Middle Panel,Bo Luger,DL,bosque,158,148,78,56,54,56,54,58,61,Rodeo Clown | Illusion Ball | Dirt Ball | Run Ball Run
IE1,Middle Panel,Rory Polisher,PR,fuego,173,142,47,59,61,43,58,61,62,Fireball Knuckle | Power Shield | Mole Fake | Full Power Shield
IE1,Middle Panel,Willow Withers,MC,bosque,90,152,42,56,59,55,60,62,76,Flurry Dash | Quick Draw | Comet Shot | Zigzag Spark
IE1,Middle Panel,Stu Perstitious (Lucky),DF,fuego,147,170,40,56,69,40,63,53,53,Spinning Shot | Spinning Cut | Moonsault | Harvest
IE1,Middle Panel,Hal Leeward,MC,bosque,160,138,55,71,75,56,58,63,56,Magic | Breakthrough | Ghost Pull | Fake Ball
IE1,Middle Panel,Den Taligene,MC,fuego,129,122,72,49,50,48,50,40,70,Bewildered | Attack Scan | Defence Scan | Poison Fog
IE1,Middle Panel,Isaiah Shutt,DL,tierra,107,134,64,68,54,60,52,56,52,Spinning Cut | Cross Drive | Bewildered | Back Tornado
IE1,Middle Panel,Sandy Hope,DF,tierra,83,134,68,58,52,70,32,60,63,Coil Turn | Dash Accelerator | Cyclone | Whirlwind Cut
IE1,Middle Panel,Gill O'Mend,MC,fuego,160,142,56,60,56,55,57,52,57,Rodeo Clown | Horn Train | Harvest | Shine Drive
IE1,Middle Panel,Tim Mittus,DF,tierra,110,129,68,56,62,56,53,65,60,Killer Slide | Breakthrough | About Face | Twin Boost
IE1,Middle Panel,Vince Bull,MC,aire,112,133,55,56,52,60,64,64,57,Phantom Shot | Black Magic | Ghost Pull | Psycho Shot
IE1,Middle Panel,Ches Nutcracracker (Gnashers),PR,fuego,88,92,71,71,69,71,78,28,70,Wild Claw | Horn Train | Blazing Knuckle | Whirlwind
IE1,Middle Panel,Cody Barani,PR,tierra,140,132,47,35,32,61,68,61,52,Tornado Catch | Killer Slide | Whirlwind | Harvest
IE1,Right Panel,John Demi,DF,tierra,167,148,59,62,60,71,62,60,57,Spinning Cut | Spinning Shot | Clone Faker | Clone Shot
IE1,Right Panel,Bud Dahman,DL,bosque,118,100,54,56,51,48,43,59,54,Teleport Shot | Doppelganger | Psycho Shot | Divine Arrows
IE1,Right Panel,Les Tarrant,PR,aire,123,118,52,63,40,44,47,53,56,Killer Blade | Wood Chopper | Bamboo Pattern | Blazing Knuckle
IE1,Right Panel,Buck Teachey,DF,tierra,134,164,54,60,54,60,60,52,56,Quick Draw | Zigzag Spark | Bamboo Pattern | Rolling Hell
IE1,Right Panel,Monty Burrows,PR,tierra,114,136,29,32,65,38,60,57,64,Killer Blade | Wood Chopper | Mistral | Spinning Cut
IE1,Right Panel,Ryder Wheeling,DF,tierra,121,101,60,55,49,44,48,56,49,Quick Draw | Spider Web | Bamboo Pattern | Hawk Shot
IE1,Right Panel,Wes Abbey,DL,bosque,167,158,68,64,64,61,62,66,60,Dirt Ball | Mole Fake | The Wall | Mega Quake
IE1,Right Panel,Benedict Eggers,DF,bosque,101,148,64,60,58,71,36,65,62,Sumo Stomp | Bewildered | Earthquake | Dirt Ball
IE1,Right Panel,Nick Savers,PR,aire,134,170,71,70,68,72,40,76,65,Tornado Catch | Whirlwind | Mistral | Back Tornado
IE1,Right Panel,Sly Winker,DF,aire,125,156,48,34,28,62,72,52,52,Quick Draw | Flurry Dash | Comet Shot | Bamboo Pattern
IE1,Right Panel,Manny Carbs,DF,tierra,151,140,50,55,68,42,53,59,54,Horn Train | Mole Fake | Earthquake | Harvest
IE1,Right Panel,Jonny Strutt,DL,bosque,140,120,40,48,53,55,57,47,46,Wrath Shot | Illusion Ball | Twin Boost | Blade Attack
IE1,Right Panel,Arthur Myrddin,DF,fuego,158,140,60,58,63,61,55,60,54,Killer Slide | Breakthrough | Heat Tackle | Shine Drive
IE1,Right Panel,Aaron Peacy,PR,tierra,77,156,42,54,56,59,71,52,52,Defence Scan | Shot Pocket | Counter Strike | Shadow Stitch
IE1,Right Panel,Hank Shortman,MC,aire,165,152,47,52,74,43,52,61,52,Whirlwind Twister | Hawk Shot | Clone Faker | Clone Shot
IE1,Right Panel,Dylan Swan,DL,tierra,134,128,44,40,40,43,49,41,47,Grenade Shot | Dynamite Shot | Meteor Attack | Patriot Shot
IE1,Right Panel,Andy Sided,DF,tierra,134,157,63,66,60,67,59,59,52,Dash Accelerator | Zigzag Spark | Illusion Ball | Moonsault
IE1,Right Panel,Michael Angeloni,PR,aire,156,158,40,60,74,46,60,56,61,Fireball Knuckle | Rocket Kobushi | Full Power Shield | Dirt Ball
IE1,Right Panel,Teagen Brewer,DF,bosque,147,132,47,42,40,60,67,57,56,Killer Slide | The Wall | Harvest | Sumo Stomp
IE1,Right Panel,Seymor Senary,DL,fuego,83,144,45,55,52,56,71,62,59,Clone Shot | Clone Faker | Phantom Shot | Ghost Pull
IE1,Right Panel,Armstrong Peck,PR,fuego,114,108,53,48,54,57,42,54,57,Pressure Punch | Whirlwind Twister | Blazing Knuckle | Poison Fog
IE1,Right Panel,Colin Eager,DL,tierra,121,115,52,60,45,49,48,52,56,Snake Shot | Tarzan Kick | Back Tornado | Blade Attack
IE1,Bottom-Left Panel,Lon Grainger,PR,fuego,213,146,60,52,55,52,63,72,60,Power Shield | Wood Chopper | Full Power Shield | Spinning Cut
IE1,Bottom-Left Panel,Tom Felix,MC,aire,143,150,54,60,71,63,71,61,59,Dash Accelerator | Clone Faker | Tarzan Kick | Breakthrough
IE1,Bottom-Left Panel,Fred Makepeace,DF,bosque,88,115,40,63,29,76,42,55,40,Killer Slide | Spinning Cut | Zigzag Spark | Afterimage
IE1,Bottom-Left Panel,Hunter Glory,MC,bosque,138,176,62,70,63,71,56,55,60,Black Magic | Ghost Pull | Attack Scan | Kung Fu Header
IE1,Bottom-Left Panel,Shay Chez,MC,tierra,134,156,56,66,59,61,63,52,63,Super Armadillo | Heat Tackle | Grenade Shot | Patriot Shot
IE1,Bottom-Left Panel,Preston Gumbs,DL,aire,129,101,61,62,55,45,48,63,63,Rolling Kick | Wrath Shot | Whirlwind Twister | Boost Glider
IE1,Bottom-Left Panel,Buster Clout,DF,fuego,112,156,60,62,63,69,59,56,63,Dynamite Shot | Patriot Shot | Sumo Stomp | The Wall
IE1,Bottom-Left Panel,Sam Firman,PR,fuego,90,144,60,54,60,57,52,67,52,Killer Blade | Wood Chopper | Whirlwind | Cyclone
IE1,Bottom-Left Panel,Cruz Ligner,MC,tierra,169,152,59,53,52,60,62,59,58,Spinning Shot | Dash Accelerator | Spinning Cut | Moonsault
IE1,Bottom-Left Panel,Olly Popman,MC,aire,83,158,67,63,61,58,53,60,62,Sumo Stomp | Dash Accelerator | Bewildered | Earthquake
IE1,Bottom-Left Panel,Shemmy Ramis,MC,tierra,173,130,60,60,60,60,62,63,56,Coil Turn | Whirlwind Twister | Magic | Whirlwind Cut
IE1,Bottom-Left Panel,Rab Acus,DL,aire,77,196,48,63,53,52,64,57,58,Rolling Kick | Tarzan Kick | Attack Scan | Defence Scan
IE1,Bottom-Left Panel,Ryder Waverly,MC,fuego,125,146,49,39,33,62,60,62,56,Grenade Shot | Kung Fu Header | Afterimage | Breakthrough
IE1,Bottom-Left Panel,Adam Nesiac,DF,tierra,158,78,68,70,55,76,52,61,55,Ghost Pull | Dash Accelerator | Spinning Cut | About Face
IE1,Bottom-Left Panel,Tosh Coach,DF,tierra,99,96,34,70,39,78,37,32,32,Coil Turn | Doppelganger | Black Magic | The Wall
IE1,Bottom-Left Panel,Max Bright,MC,aire,147,133,50,44,41,55,67,52,58,Whirlwind Twister | Magic | Phantom Shot | Shine Drive
IE1,Bottom-Left Panel,Harry Harper,PR,aire,103,132,43,52,60,60,60,56,52,Killer Blade | Wood Chopper | Mistral | Dynamite Shot
IE1,Bottom-Left Panel,Moses Pumper,DL,fuego,85,138,63,67,46,70,60,68,54,Ghost Pull | Black Magic | Psycho Shot | Mole Fake
IE1,Bottom-Left Panel,Phil O'Biblist,MC,fuego,160,142,65,58,60,67,30,52,61,Black Magic | Ghost Pull | Kung Fu Header | Run Ball Run
IE1,Bottom-Left Panel,Onslow Ball,DF,bosque,85,146,58,69,47,70,61,63,60,Sumo Stomp | Dynamite Shot | Rodeo Clown | Fake Ball
IE1,Bottom-Left Panel,Django Keyes,PR,aire,85,198,43,76,46,76,42,38,41,Pressure Punch | Shot Pocket | Spider Web | Counter Strike
IE1,Bottom-Left Panel,Cory Andish,DL,bosque,134,136,59,70,47,69,62,62,57,Rodeo Clown | Monkey Turn | Run Ball Run | Back Tornado
IE1,Bottom Panel,Winston Windfall,MC,bosque,140,129,50,48,40,62,68,58,53,Super Armadillo | Heat Tackle | Shine Drive | Harvest
IE1,Bottom Panel,Trey Dalbum,DL,bosque,112,126,52,54,41,49,45,62,60,Illusion Ball | Freeze Shot | Back Tornado | Rodeo Clown
IE1,Bottom Panel,Mark Tinney,MC,tierra,149,136,60,58,56,53,52,53,60,Whirlwind Twister | Coil Turn | Whirlwind Cut | Cyclone
IE1,Bottom Panel,Chaz Anover,MC,bosque,151,158,53,62,53,61,58,56,53,Whirlwind Twister | Illusion Ball | Coil Turn | Cyclone
IE1,Bottom Panel,Theo Riser,MC,fuego,140,126,42,60,60,64,43,44,48,Whirlwind Twister | Spinning Cut | Whirlwind Cut | Hurricane Arrows
IE1,Bottom Panel,Rob Zervatory,DL,bosque,173,154,68,52,58,57,62,63,52,Killer Slide | Meteor Attack | Dash Accelerator | Shine Drive
IE1,Bottom Panel,Rob Ottman,PR,aire,121,108,58,52,55,48,54,54,58,Pressure Punch | Whirlwind Twister | Wood Chopper | Blazing Knuckle
IE1,Bottom Panel,Glen Garry,MC,aire,118,126,48,51,44,44,51,48,40,Bewildered | Illusion Ball | Moonsault | Bamboo Pattern
IE1,Bottom Panel,Gauge Diven,DF,fuego,118,186,54,61,59,61,57,55,55,Killer Slide | Zigzag Spark | Cyclone | Whirlwind Cut
IE1,Bottom Panel,Al Mannack,DF,tierra,103,156,40,56,63,63,63,60,55,Zigzag Spark | Twin Boost | Hurricane Arrows | Divine Arrows
IE1,Bottom Panel,Pica Vellosum,DL,tierra,145,132,59,56,56,56,52,60,63,Ghost Pull | Psycho Shot | Clone Shot | Clone Faker
IE1,Bottom Panel,Bramley Cox,DL,aire,158,158,64,62,54,71,61,52,60,Black Magic | Ghost Pull | Teleport Shot | Psycho Shot
IE1,Bottom Panel,Rufus Judge,DL,fuego,165,134,52,58,52,61,52,52,63,Killer Slide | Condor Dive | Clone Shot | Clone Faker
IE1,Bottom Panel,Adam Icklock,PR,fuego,138,128,45,44,42,48,42,42,44,Fireball Knuckle | Toughness Block | Rodeo Clown | Mistral
IE1,Bottom Panel,Creed Wrighter,DL,bosque,165,180,55,56,58,53,56,60,53,Rodeo Clown | Phantom Shot | Run Ball Run | Psycho Shot
IE1,Bottom Panel,Barry Strerr,MC,aire,169,138,41,63,61,48,53,62,61,Dash Accelerator | Doppelganger | Harvest | Dash Storm
IE1,Bottom Panel,Finn Carper,PR,tierra,129,112,62,52,49,60,42,63,57,Wild Claw | Horn Train | Breakthrough | Counter Strike
