juego,nombre,posicion,elemento,tiro,regate,tecnica,defensa,parada,velocidad,aguante,extra
IE1,Gerry Attrick,DF,tierra,60,65,44,70,70,62,60,60
IE1,Adam Icklock,PR,fuego,45,44,42,48,48,42,42,44
IE1,Sol Stiss,DL,tierra,47,62,64,40,40,61,62,52
IE1,Des Ainer,MC,fuego,71,60,61,63,63,34,60,59
IE1,Homer Sockshell,DL,fuego,60,64,55,69,69,53,61,62
IE1,Harley Trotter,DL,fuego,70,56,56,59,59,61,71,54
IE1,Mark Skidfree,MC,fuego,60,63,59,62,62,48,71,58
IE1,Del Iverryboy,PR,aire,54,55,64,46,46,54,54,57
IE1,Scean Spector,DF,aire,47,30,28,56,56,62,56,60
IE1,Nick Knack,MC,fuego,52,54,68,48,48,53,57,60
IE1,Dusty Rellicks,MC,tierra,48,60,60,56,56,72,60,52
IE1,Sandy Insolls,MC,fuego,44,40,46,52,52,66,70,57
IE1,Gregory Bones,MC,bosque,49,60,53,60,60,68,66,63
IE1,Loughrey Mose,DL,aire,77,69,62,52,52,52,73,61
IE1,Willow Withers,MC,bosque,42,56,59,55,55,60,62,76
IE1,Russell Walk,DF,bosque,60,53,60,52,52,63,65,58
IE1,Winn deBreeze,DF,aire,62,52,53,60,60,52,52,60
IE1,Buster Clout,DF,fuego,60,62,63,69,69,59,56,63
IE1,Errol Lorre,DL,bosque,60,63,53,56,56,52,61,58
IE1,Fred Ferrell,MC,tierra,61,52,59,64,64,32,77,56
IE1,Rod Headstock,PR,fuego,59,59,41,44,44,42,59,56
IE1,Tim Piece,DL,aire,47,61,54,60,60,66,60,62
IE1,Patrick Edie,DF,bosque,51,58,72,40,40,60,56,53
IE1,Art Teest,MC,aire,53,64,50,71,71,56,64,52
IE1,Bill Mumm,DL,bosque,55,76,68,70,70,48,72,68
IE1,Luke O'Cyte,DL,fuego,61,52,54,65,65,36,62,58
IE1,Ernest Byer,DL,fuego,56,57,52,57,57,61,78,61
IE1,Isaac Goss,MC,tierra,63,52,57,53,53,54,58,56
IE1,Walter Poseur,DF,aire,44,61,63,61,61,68,60,55
IE1,Andy Roff,DF,tierra,52,71,45,60,60,60,69,54
IE1,Ashley Dale,DL,bosque,54,60,78,60,60,70,61,68
IE1,Rich Cave,PR,fuego,44,63,59,56,56,63,71,63
IE1,Jason Jones,DF,aire,52,54,57,57,57,60,54,63
IE1,Taka Tanaka,MC,aire,62,57,55,63,63,33,67,58
IE1,Manny Carbs,DF,tierra,50,55,68,42,42,53,59,54
IE1,Al Reddie,MC,bosque,49,53,60,50,50,63,63,56
IE1,Rush Tooset,MC,bosque,69,52,62,63,63,54,66,53
IE1,Rod Opsin,DL,tierra,61,52,58,52,52,56,71,60
IE1,Peyton Pope,PR,fuego,60,62,52,58,58,53,62,61
IE1,Drew Straws,DL,bosque,60,52,55,55,55,62,58,52
IE1,Trey Dalbum,DL,bosque,52,54,41,49,49,45,62,60
IE1,Harly Profett,MC,bosque,61,60,61,64,64,32,63,59
IE1,Hank O'Buff,PR,aire,46,61,60,62,62,66,67,52
IE1,Ash Cloud,DL,tierra,40,59,61,62,62,61,70,52
IE1,Stan Dupp,DL,bosque,58,65,47,67,67,53,69,54
IE1,Max Bright,MC,aire,50,44,41,55,55,67,52,58
IE1,Bill Phee,PR,bosque,70,52,52,60,60,60,69,60
IE1,Lee Figreene,DL,bosque,42,52,64,44,44,63,55,56
IE1,Den Taligene,MC,fuego,72,49,50,48,48,50,40,70
IE1,Ken Furan,DF,tierra,55,59,47,70,70,52,61,48
IE1,Adam Hesive,DF,fuego,52,71,56,60,60,62,60,53
IE1,Mel Lowe,DF,tierra,67,77,59,74,74,60,77,66
IE1,Rip Winkle,MC,bosque,67,64,59,64,64,34,71,57
IE1,Ben deLimms,PR,bosque,45,60,58,58,58,62,56,52
IE1,Pauly Ontology,DL,tierra,41,31,34,54,54,62,63,54
IE1,Walter Mendip,DL,aire,61,62,40,51,51,42,54,59
IE1,Bud Hunter,PR,bosque,47,56,59,52,52,63,64,56
IE1,Sonny Rentman,DL,tierra,56,71,60,69,69,62,63,57
IE1,Cam Vass,PR,fuego,43,60,61,45,45,52,61,52
IE1,Shay Chez,MC,tierra,56,66,59,61,61,63,52,63
IE1,Cory Andish,DL,bosque,59,70,47,69,69,62,62,57
IE1,Glen Adeer,DL,aire,62,61,60,67,67,55,56,56
IE1,Norry Sheets,PR,fuego,57,68,43,71,71,56,60,60
IE1,Lou Paster,DL,aire,58,62,63,56,56,60,70,55
IE1,Aran Cheeks,PR,aire,50,63,64,42,42,57,63,62
IE1,Abe Seiler,MC,tierra,70,61,60,54,54,54,60,52
IE1,Jerry Fulton,DF,fuego,52,58,56,61,61,56,79,53
IE1,Al Urgy,DF,tierra,62,68,46,60,60,55,67,61
IE1,Conn Pass,MC,aire,45,61,76,41,41,54,55,56
IE1,Heath Cover,DF,aire,54,45,51,49,49,47,44,52
IE1,Mack Ramey,DF,tierra,60,53,48,44,44,48,61,52
IE1,Miles Ryan,DF,aire,59,48,46,69,69,76,64,65
IE1,Ike Banner,PR,bosque,59,73,50,48,48,46,60,57
IE1,Frank Meyer,MC,fuego,54,62,52,63,63,63,56,61
IE1,Phil Fog,PR,fuego,67,60,52,56,56,60,68,63
IE1,Bob Lioteck,PR,fuego,58,53,58,56,56,63,60,52
IE1,Rory Polisher,PR,fuego,47,59,61,43,43,58,61,62
IE1,Tex Curvator,DL,tierra,53,70,52,67,67,63,52,60
IE1,Perry Pincher,DL,tierra,58,56,55,52,52,59,63,61
IE1,Al Plates,DL,tierra,44,59,64,50,50,62,58,61
IE1,Bane Marie,DF,tierra,52,67,58,60,60,56,58,58
IE1,Cam Broadsheet,MC,bosque,44,60,60,56,56,60,71,52
IE1,Mo Hawkes,DL,fuego,60,69,47,63,63,60,62,60
IE1,Ray Mannings,MC,aire,55,62,60,52,52,56,61,62
IE1,Chris Pecracker,PR,tierra,52,57,66,44,44,54,60,62
IE1,Andy Crafter,DL,aire,56,56,53,61,61,58,61,59
IE1,Boe Tyer,PR,fuego,49,59,65,51,51,53,63,62
IE1,Dave O'Resis,MC,bosque,48,52,48,44,44,51,55,52
IE1,Victor Mancey,DL,fuego,55,63,60,66,66,56,54,53
IE1,Ray Dioset,DL,bosque,65,53,52,66,66,50,66,59
IE1,Preston Gumbs,DL,aire,61,62,55,45,45,48,63,63
IE1,Tiny Forester,DF,tierra,55,62,70,47,47,60,63,61
IE1,Cardin Hands,DL,bosque,61,52,53,62,62,51,71,54
IE1,Callan Trens,DL,fuego,62,61,57,65,65,55,52,57
IE1,Tim Mittus,DF,tierra,68,56,62,56,56,53,65,60
IE1,Keenan Brainard,MC,bosque,52,68,43,61,61,62,63,56
IE1,Orson Douvre,PR,tierra,71,52,52,63,63,52,68,52
IE1,Sandy Hope,DF,tierra,68,58,52,70,70,32,60,63
IE1,Ort Omaton,PR,fuego,63,54,61,60,60,72,70,53
IE1,Clerk Welcome,DF,tierra,71,72,51,48,48,51,42,51
IE1,Robert Mayer,MC,bosque,54,52,60,52,52,62,75,61
IE1,Rob Ottman,PR,aire,58,52,55,48,48,54,54,58
IE1,Cam O'Miles,PR,bosque,70,53,56,63,63,28,62,55
IE1,Jack Pott,PR,tierra,54,60,52,54,54,61,63,53
IE1,Florian Selles,DL,bosque,52,60,59,63,63,59,52,52
IE1,Finn Sawyer,PR,fuego,48,59,76,46,46,62,59,59
IE1,Bobby Constable,DL,fuego,61,61,62,62,62,52,61,54
IE1,Ray Menn,DL,aire,45,62,56,61,61,68,63,61
IE1,Odo Toilette,PR,fuego,44,60,59,58,58,66,63,52
IE1,Tel Egram,MC,tierra,48,60,62,43,43,62,62,57
IE1,Char Shumaker,DL,tierra,60,60,59,57,57,57,59,55
IE1,Sim Pathy,DF,bosque,76,58,64,41,41,57,62,56
IE1,Jon Driedon,DL,fuego,32,56,60,62,62,57,69,75
IE1,Monty Burrows,PR,tierra,29,32,65,38,38,60,57,64
IE1,Gaston Berry,DL,fuego,42,37,38,33,33,73,71,63
IE1,Cruz Ligner,MC,tierra,59,53,52,60,60,62,59,58
IE1,Irv Washinton,DF,aire,44,40,51,42,42,44,51,46
IE1,Alexander Brave,MC,fuego,57,65,60,52,52,71,56,55
IE1,Shem Bassey,DF,bosque,54,52,56,60,60,55,60,63
IE1,Pres Cripton,DL,tierra,56,64,53,60,60,52,53,62
IE1,Winston Windfall,MC,bosque,50,48,40,62,62,68,58,53
IE1,Rich Eden,PR,bosque,59,71,54,64,64,56,52,61
IE1,Teagen Brewer,DF,bosque,47,42,40,60,60,67,57,56
IE1,Ry Sling,DF,aire,46,56,71,44,44,63,55,54
IE1,Bard Crooner,MC,aire,56,48,48,60,60,40,54,52
IE1,Armstrong Peck,PR,fuego,53,48,54,57,57,42,54,47
IE1,Carey Vanpark,MC,fuego,51,44,45,55,55,57,63,52
IE1,Garland Gathers,MC,tierra,56,44,52,44,44,52,61,46
IE1,David Burnum,DF,fuego,44,51,52,46,46,48,46,49
IE1,Tad Trinket,MC,fuego,44,47,52,43,43,53,52,48
IE1,Harvey Lifter,DF,tierra,52,53,51,52,52,53,46,52
IE1,Kurt Price,MC,bosque,45,48,47,51,51,41,43,42
IE1,Cameron Hameha,MC,bosque,44,49,58,44,44,46,55,50
IE1,Will Stonehead,DF,fuego,70,57,57,65,65,51,70,59
IE1,Johan Tassman,DL,bosque,62,64,56,48,48,60,62,63
IE1,Hugh Marble,DF,tierra,61,59,46,46,46,45,54,61
IE1,Urson Brown,PR,bosque,57,61,40,48,48,43,59,56
IE1,Bo Luger,DL,bosque,78,56,54,56,56,54,58,61
IE1,Kim Ono,DL,tierra,53,60,74,61,61,60,56,55
IE1,Bully Thrower,DL,aire,44,54,69,41,41,61,55,57
IE1,Bill Wordsworthy,MC,tierra,45,73,40,43,43,42,41,46
IE1,Mo Lusk,DL,tierra,56,60,60,71,71,53,62,56
IE1,Ben Curd,DF,fuego,70,77,58,79,79,68,68,65
IE1,Powers Squatts,PR,fuego,62,62,40,71,71,28,60,56
IE1,Paisley Onepiece,DF,aire,62,61,51,60,60,52,61,60
IE1,Gauge Diven,DF,fuego,54,61,59,61,61,57,55,55
IE1,Zane Laughead,MC,aire,56,63,44,70,70,57,67,54
IE1,Daz Tighthead,PR,bosque,68,76,62,69,69,63,70,64
IE1,Sandy Beecher,DL,aire,61,59,52,59,59,58,65,62
IE1,Ty Priter,DL,fuego,71,53,61,52,52,62,60,54
IE1,Nick Savers,PR,aire,71,70,68,72,72,40,76,65
IE1,Troy Moon,MC,fuego,61,70,77,52,52,79,69,67
IE1,Percy Wrench,MC,fuego,63,60,48,48,48,40,60,59
IE1,Max Scara,PR,aire,62,62,40,40,40,40,52,52
IE1,Jonny Strutt,DL,bosque,40,48,53,55,55,57,47,46
IE1,Larry Oldman,DL,tierra,36,49,44,40,40,53,54,41
IE1,Dom Anding,MC,tierra,52,60,43,62,62,61,69,63
IE1,Pip Goodweather,PR,tierra,53,59,57,59,59,60,61,52
IE1,Bamber Mandrina,DF,bosque,32,71,31,78,78,36,79,30
IE1,Scrap Salvadge,PR,tierra,60,57,44,44,44,68,57,52
IE1,Michael Angeloni,PR,aire,40,60,74,46,46,60,56,61
IE1,Ryder Wheeling,DF,tierra,60,55,49,44,44,48,56,49
IE1,Stu Venier,DF,fuego,41,59,58,52,52,62,68,54
IE1,Linden Dray,DF,bosque,41,57,64,45,45,57,55,60
IE1,Patsy Cornish,MC,fuego,41,56,62,43,43,58,62,57
IE1,Sharkey Gobble,DF,aire,54,62,59,60,60,57,58,52
IE1,Olly Popman,MC,aire,67,63,61,58,58,53,60,62
IE1,Tyche Winham,PR,bosque,60,56,59,58,58,63,60,52
IE1,Burt Wolf,MC,tierra,68,52,52,51,51,56,62,60
IE1,Page Helper,MC,tierra,49,55,57,59,59,77,54,52
IE1,Barry Lugh,DL,aire,42,58,59,54,54,64,67,62
IE1,Jen Quibble,PR,tierra,56,67,40,70,70,62,67,58
IE1,Dan Drobium,DL,bosque,52,60,62,53,53,56,62,57
IE1,Lyle O'Day,DL,tierra,60,61,56,52,52,60,60,62
IE1,Crane Clawson,MC,aire,60,64,60,68,68,56,52,61
IE1,Raven Crowe,DF,tierra,70,55,52,66,66,37,67,61
IE1,Shirley Ladyman,DF,bosque,51,31,30,53,53,68,60,62
IE1,Cody Barani,PR,tierra,47,35,32,61,61,68,61,52
IE1,Bob Shishker,DL,fuego,44,54,52,56,56,62,37,57
IE1,Pica Vellosum,DL,tierra,59,56,56,56,56,52,60,63
IE1,Sascha Powder,PR,fuego,51,36,33,60,60,68,56,60
IE1,Gore Lyath,MC,fuego,52,54,63,53,53,59,56,62
IE1,Marty Gras,DL,aire,58,53,40,51,51,47,53,58
IE1,Bob Dingnagian,MC,tierra,46,56,59,60,60,60,63,59
IE1,Hugh Dyer,PR,tierra,48,56,61,52,52,70,71,60
IE1,Rob Crombie,PR,tierra,47,46,50,40,40,51,74,56
IE1,Carl Penter,DL,tierra,66,53,54,52,52,59,73,58
IE1,Jebb Ettow,DL,tierra,60,60,63,56,56,56,57,54
IE1,Julian Siezer,DL,tierra,40,32,34,58,58,64,60,58
IE1,Bill Dozer,PR,tierra,54,57,52,56,56,54,52,59
IE1,Benny Factor,PR,fuego,56,61,54,56,56,58,63,58
IE1,Roman Candler,MC,fuego,44,52,70,45,45,62,52,53
IE1,Ray Whitehead,MC,bosque,49,59,62,60,60,70,62,58
IE1,Aston Isher,MC,fuego,66,54,53,54,54,60,57,57
IE1,Grover Bearing,PR,fuego,61,54,52,57,57,52,58,60
IE1,Andy Sided,DF,tierra,63,66,60,67,67,59,59,52
IE1,Phil O'Biblist,MC,fuego,65,58,60,67,67,30,52,61
IE1,Roy Plimsole,PR,aire,47,52,56,55,55,69,58,57
IE1,Jem Paste,PR,bosque,46,57,63,55,55,61,64,56
IE1,Mike Creasewell,MC,aire,58,67,58,67,67,54,60,63
IE1,Hale Quinn,DF,fuego,61,69,57,68,68,35,75,52
IE1,Al Askan,DL,tierra,49,63,76,69,69,53,56,62
IE1,Chuck Dollman,DL,bosque,52,53,45,48,48,49,53,55
IE1,Scot Chopper,DF,bosque,48,28,30,62,62,70,59,56
IE1,Nick Templeton,DL,fuego,45,58,67,47,47,55,59,52
IE1,Butler Chambers,DL,fuego,71,58,40,42,42,48,60,56
IE1,Pip Skinner,PR,bosque,41,52,65,46,46,56,57,53
IE1,Dan Vega,DF,bosque,66,64,62,60,60,64,62,68
IE1,Manny Kinsland,DL,tierra,55,63,46,68,68,56,60,57
IE1,Chick Adiddy,DL,fuego,52,62,56,69,69,63,56,55
IE1,Jig Charleston,MC,tierra,60,76,61,56,56,56,69,61
IE1,Powers Flawless,PR,tierra,57,65,52,60,60,60,58,56
IE1,Alistair Horizon,MC,bosque,42,63,77,40,40,61,61,59
IE1,Tim Bergoods,MC,aire,51,52,62,52,52,78,39,62
IE1,Lux Sidebottom,PR,fuego,40,59,52,60,60,63,61,54
IE1,Nat Picker,MC,fuego,51,32,28,56,56,68,52,56
IE1,Harold Derry,DF,fuego,38,34,34,68,68,60,64,68
IE1,Josh Rogan,MC,fuego,55,60,52,47,47,52,53,52
IE1,Ronny O'Mania,DF,aire,62,63,56,56,56,54,54,60
IE1,Uxley Allen,DL,aire,48,51,51,50,50,48,55,44
IE1,Buck Teachey,DF,tierra,54,60,54,60,60,60,52,56
IE1,Rayburn Lightly,MC,bosque,55,54,55,60,60,57,61,58
IE1,Pat Greene,MC,fuego,53,56,44,41,41,46,58,63
IE1,Sylver Stone,DL,tierra,46,57,52,56,56,68,66,62
IE1,Equin Knocks,MC,fuego,60,60,58,64,64,60,56,54
IE1,Hans Bigger,DF,bosque,59,60,52,60,60,56,53,60
IE1,Creed Wrighter,DL,bosque,55,56,58,53,53,56,60,53
IE1,Fran Zimmer,DF,aire,60,56,53,61,61,55,64,56
IE1,Chaz Anover,MC,bosque,53,62,53,61,61,58,56,53
IE1,Kurt O'Graphy,DF,bosque,45,56,56,53,53,62,68,52
IE1,Pace Storey,DL,fuego,52,48,61,55,55,53,58,52
IE1,Paddy Streehan,PR,bosque,58,61,47,43,43,41,58,55
IE1,Carson Haynes,DF,bosque,58,60,56,58,58,57,60,66
IE1,Earl Grayson,DF,bosque,64,65,60,71,71,67,64,60
IE1,Pip Aminty,DF,tierra,61,67,61,70,70,59,55,57
IE1,Noel Vacancies,PR,fuego,57,65,59,70,70,52,62,54
IE1,Phil Noir,DL,bosque,52,45,48,52,52,52,58,45
IE1,Jon Quill,DL,bosque,68,62,56,53,53,54,63,54
IE1,Bill Looney,DF,bosque,52,61,72,63,63,61,53,52
IE1,Dan Nettles,PR,bosque,62,60,58,60,60,61,38,53
IE1,Clark Watcher,DF,tierra,45,56,56,63,63,69,60,55
IE1,Tim Eisback,DF,bosque,48,58,57,57,57,69,60,58
IE1,Sam Aritan,MC,bosque,52,61,47,47,47,49,57,62
IE1,Cal Emarry,PR,bosque,42,56,52,55,55,68,57,60
IE1,Bambis Shakin,DL,tierra,50,57,59,57,57,76,55,60
IE1,Zin Giber,MC,bosque,41,59,54,58,58,74,59,54
IE1,Wes Abbey,DL,bosque,68,64,64,61,61,62,66,60
IE1,Alec Dote,PR,aire,41,55,64,40,40,60,58,60
IE1,Dougie McFlea,MC,aire,52,56,62,61,61,57,59,59
IE1,Jacky Lantern,PR,fuego,60,46,45,67,67,34,54,49
IE1,Matt Tudor,DF,fuego,29,46,44,79,79,56,62,50
IE1,Gabriel Shekinah,MC,aire,62,58,82,60,60,50,64,56
IE1,Biron Pendexter,MC,bosque,62,68,53,71,71,63,60,59
IE1,Mick Askley,MC,bosque,55,50,54,44,44,48,56,54
IE1,Rod Entwhistle,PR,aire,66,58,56,68,68,39,79,60
IE1,Toby Patient,DF,bosque,44,57,55,60,60,71,32,58
IE1,Glen Garry,MC,aire,48,51,44,44,44,51,48,40
IE1,Bill Yards,PR,bosque,61,55,47,46,46,44,57,60
IE1,Kay Acker,DL,aire,58,71,48,60,60,62,74,60
IE1,Django Keyes,PR,aire,43,76,46,76,76,42,38,41
IE1,John Demi,DF,tierra,59,62,60,71,71,62,60,57
IE1,Sage Wisdom,MC,tierra,49,63,60,56,56,64,52,59
IE1,Nick Washing,DF,bosque,54,69,48,67,67,53,64,60
IE1,Steve Pinner,PR,bosque,43,52,61,62,62,61,52,61
IE1,Vance Bookings,PR,tierra,49,33,39,55,55,66,76,56
IE1,Bud Dahman,DL,bosque,54,56,51,48,48,43,59,54
IE1,Reagan Boneman,MC,bosque,54,57,54,63,63,58,63,60
IE1,Erhard Blower,DL,aire,54,60,62,55,55,54,56,52
IE1,Jack Tradesman,DL,tierra,59,54,61,60,60,56,61,61
IE1,Rufus Judge,DL,fuego,52,58,52,61,61,52,52,63
IE1,Ace Fettick,PR,tierra,42,44,49,69,69,43,40,61
IE1,Lance Lotts,PR,bosque,62,56,53,59,59,63,61,62
IE1,Attley Hightable,PR,bosque,46,62,69,48,48,55,59,57
IE1,Jim Nastick,DL,bosque,60,61,55,64,64,55,59,59
IE1,Theo Riser,MC,fuego,42,60,60,64,64,43,44,48
IE1,Weldon Wrought,DF,aire,41,55,62,42,42,62,55,58
IE1,Seymour Senary,DL,fuego,45,55,52,56,56,71,62,59
IE1,Finn Carper,PR,tierra,62,52,49,60,60,42,63,57
IE1,Herc Bigsby,DF,tierra,56,62,56,71,71,54,60,56
IE1,Bramley Cox,DL,aire,64,62,54,71,71,61,52,60
IE1,Mitch Hett,DL,aire,54,53,72,59,59,57,58,55
IE1,Mo Zarella,MC,bosque,70,60,61,66,66,29,63,53
IE1,Scout Messenger,DF,bosque,69,61,56,58,58,63,56,52
IE1,Paul Chucker,PR,bosque,61,52,51,44,44,43,63,58
IE1,Andy Wallpole,MC,fuego,61,61,62,54,54,56,67,56
IE1,Solomon Justice,MC,bosque,62,60,53,53,53,59,62,56
IE1,Mark Tinney,MC,tierra,60,58,56,53,53,52,53,60
IE1,Archy Medez,PR,aire,53,60,62,54,54,63,60,58
IE1,Jay Pan,PR,tierra,64,79,48,52,52,36,52,77
IE1,Jonah Troutman,DL,bosque,47,59,68,48,48,55,57,58
IE1,Carl Nivor,PR,bosque,48,52,58,52,52,67,64,56
IE1,Phil Occifer,MC,bosque,51,55,65,44,44,60,61,62
IE1,Noah Gerkin,PR,fuego,75,49,48,49,49,44,40,43
IE1,Colin Eager,DL,tierra,52,60,45,49,49,48,52,56
IE1,Don Ringo,PR,tierra,50,48,77,47,47,43,48,39
IE1,Nick Crew,PR,fuego,45,57,60,43,43,60,59,61
IE1,Ivor Parrot,MC,aire,62,52,48,51,51,41,62,56
IE1,Matthew Pencil,DL,bosque,34,41,43,50,50,53,51,44
IE1,Ropert Chapp,DF,aire,61,64,50,62,62,55,63,62
IE1,Hal LeButt,PR,aire,41,52,68,44,44,59,63,60
IE1,Al Chemmy,DF,fuego,69,68,60,65,65,64,62,60
IE1,Rob Zervatory,DL,bosque,68,52,58,57,57,62,63,52
IE1,Joe Stick,MC,fuego,48,63,61,43,43,54,62,58
IE1,Nick Turine,DF,bosque,70,62,59,63,63,44,64,53
IE1,Marc O'Lepsy,DF,bosque,68,61,58,60,60,57,62,57
IE1,Jim Makegood,DL,bosque,42,52,62,57,57,64,70,60
IE1,Vin Spinner,DF,aire,46,29,39,59,59,68,60,60
IE1,Grew Driver,MC,aire,67,64,64,64,64,68,64,64
IE1,Ed Dupee,DF,bosque,40,28,38,53,53,68,60,60
IE1,Hank Shortman,MC,aire,47,52,74,43,43,52,61,52
IE1,Aaron Peacy,PR,tierra,42,54,56,59,59,71,52,52
IE1,Harvey Sweats,DL,bosque,66,61,60,68,68,35,60,54
IE1,Harry Overton,PR,bosque,52,68,44,68,68,62,60,56
IE1,Archie Tate,PR,aire,40,28,31,52,52,71,53,60
IE1,Neville List,DF,bosque,40,57,55,52,52,74,70,52
IE1,Lee Dorr,PR,fuego,48,44,42,42,42,44,47,48
IE1,Sam Which,PR,aire,69,63,60,62,62,56,60,56
IE1,Dwight Self,DL,aire,65,52,54,53,53,56,70,56
IE1,Shep Shank,DL,aire,48,55,61,53,53,62,55,61
IE1,Dylan Swan,DL,tierra,44,40,40,43,43,49,41,47
IE1,Theo Bernoulli,MC,bosque,60,70,51,68,68,56,70,55
IE1,Sul Tarner,MC,bosque,60,60,57,65,65,52,54,54
IE1,Silas Scrooge,DF,fuego,70,73,68,65,65,64,67,60
IE1,Mario Nette,DF,tierra,43,45,47,48,48,48,44,42
IE1,Telly Fonbocks,MC,fuego,62,54,60,53,53,59,52,52
IE1,Bones Size,DF,bosque,45,55,61,59,59,74,60,54
IE1,Frank Koshar,DL,aire,54,61,40,64,64,58,67,56
IE1,Keifer Tiliser,DF,fuego,63,60,62,64,64,62,63,53
IE1,Jak Hammerslam,DL,fuego,43,59,52,63,63,66,64,60
IE1,Rob Freeby,DL,tierra,65,63,55,67,67,28,60,56
IE1,Chris Talise,DF,bosque,41,34,32,59,59,68,60,57
IE1,Derek Longhand,DL,bosque,63,68,53,68,68,62,58,61
IE1,Manny Gerry,DL,fuego,43,57,72,46,46,57,60,52
IE1,Des Count,DF,aire,62,60,63,71,71,63,60,54
IE1,Charlie Boardfield,PR,fuego,68,44,44,69,69,60,62,69
IE1,Rocky Rollans,DF,fuego,62,71,61,68,68,63,63,56
IE1,Shaun Staid,PR,aire,43,61,53,61,61,79,77,56
IE1,Heath Freke,PR,tierra,64,56,63,52,52,56,61,60
IE1,Olly Gammy,MC,tierra,51,68,50,44,44,48,69,66
IE1,Aidan Model,DL,fuego,64,54,40,49,49,44,61,60
IE1,Mick Thatcher,PR,tierra,44,59,72,44,44,54,52,61
IE1,Owen Greenfield,MC,bosque,60,67,72,64,64,63,63,60
IE1,Charlie Krelborn,DL,tierra,41,59,65,41,41,61,55,62
IE1,Rory Circles,MC,tierra,45,37,36,55,55,62,63,63
IE1,Barry Sterr,MC,aire,41,63,61,48,48,53,62,61
IE1,John Baird,MC,tierra,56,60,54,65,65,57,60,60
IE1,Tyson Moodey,PR,bosque,40,54,61,55,55,77,61,61
IE1,Al Istatin,MC,fuego,61,57,60,59,59,56,65,59
IE1,Paddy Popper,MC,aire,74,61,63,52,52,53,55,57
IE1,Dwayne Woo,MC,aire,63,63,54,60,60,56,77,63
IE1,Pete Sadow,MC,fuego,40,62,52,61,61,76,72,60
IE1,Hugo Tallgeese,MC,fuego,44,52,56,46,46,64,67,54
IE1,Troy Glodight,DF,tierra,60,60,60,79,79,62,56,52
IE1,Chris Hypogee,MC,tierra,46,60,62,48,48,56,52,59
IE1,Connor Bation,DL,bosque,55,59,45,41,41,44,56,61
IE1,Rhys Masher,MC,aire,58,52,49,48,48,45,55,61
IE1,Charlie Shearing,DF,bosque,59,61,52,55,55,62,60,56
IE1,Al Mannack,DF,tierra,40,56,63,63,63,63,60,55
IE1,Nathan Weyton,DF,aire,45,33,33,54,54,64,63,60
IE1,Simon Stryker,PR,bosque,45,60,61,46,46,56,59,60
IE1,Will Bayeux,PR,tierra,61,57,55,62,62,58,55,52
IE1,Thomas Ediston,MC,bosque,59,76,60,68,68,56,53,75
IE1,Aubry Dient,PR,fuego,63,61,55,64,64,35,69,60
IE1,Les Tarrant,PR,aire,52,63,40,44,44,47,53,56
IE1,Sim Cope,DF,fuego,42,56,63,56,56,68,60,60
IE1,Cal O'Rees,DF,tierra,49,62,56,52,52,67,63,52
IE1,Ringo Spinning,PR,fuego,60,62,44,65,65,52,62,60
IE1,Dec O'Rator,DL,aire,55,62,50,45,45,49,54,59
IE1,Wilson Fishman,DF,bosque,52,64,51,51,51,51,62,51
IE1,Pat Shinko,DF,fuego,43,37,28,61,61,76,56,59
IE1,Ryan Ferry,DL,aire,58,58,51,46,46,44,60,61
IE1,Les Belisha,DL,fuego,59,68,54,65,65,53,62,55
IE1,Tim Crochett,DF,aire,52,62,57,70,70,62,62,53
IE1,Hiroshi Dot,MC,aire,58,70,40,67,67,53,68,53
IE1,Jack Nimble,DF,tierra,50,56,61,43,43,55,56,62
IE1,Patch Upright,DF,fuego,51,62,69,44,44,60,52,57
IE1,Joe Nalist,PR,bosque,63,53,55,68,68,38,68,58
IE1,Esau Fagus,DL,aire,46,52,46,58,58,41,43,40
IE1,Braden Bakewell,DL,tierra,76,33,39,48,48,70,40,44
IE1,Virgil Lantis,DL,tierra,72,58,36,62,62,48,55,40
IE1,Norm Drilling,DL,fuego,57,53,54,58,58,60,57,54
IE1,Kurt Tweedy,DL,bosque,53,62,44,65,65,60,71,52
IE1,Solomon Osaka,DL,aire,47,59,68,42,42,54,54,55
IE1,Pike Tucker,DL,fuego,44,34,28,61,61,64,56,55
IE1,Gary Osoto,DF,aire,48,60,57,56,56,71,61,53
IE1,Peter Johnson,DF,bosque,48,52,48,48,48,54,57,50
IE1,Dec Orum,DL,bosque,70,56,63,56,56,63,74,60
IE1,Alan Carte,MC,tierra,75,52,45,40,40,51,56,60
IE1,Morgan Iser,MC,bosque,62,53,59,52,52,55,60,54
IE1,Ken Broad,MC,tierra,45,32,31,55,55,62,60,52
IE1,Scot Enguard,DF,tierra,65,60,64,60,60,60,62,64
IE1,Dick Turbin,DF,fuego,44,31,36,54,54,64,56,60
IE1,Benedict Eggers,DF,bosque,64,60,58,71,71,36,65,62
IE1,Beau Painton,MC,fuego,67,52,62,52,52,52,60,60
IE1,Butch Pythons,PR,aire,63,67,61,61,61,60,52,54
IE1,Sam Murray,DF,aire,67,54,52,69,69,35,68,59
IE1,Eathan Ringer,DL,tierra,63,61,61,63,63,36,66,61
IE1,Jack Lumbar,PR,aire,58,60,51,64,64,52,72,55
IE1,Todd Tempole,DF,fuego,61,70,56,65,65,56,54,55
IE1,Jacob Grimley,DL,aire,69,58,44,51,51,44,62,62
