ID,Name(Romaji),Name(Localised),Nickname,Gender,Game,Type,Position,Alt Position,Element,Preferred Playstyle,First 3 Moves Learnt,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats,Main Path,Alternate Paths
1,Mamoru Endo,Mark Evans,円堂,男 (Male),イナズマイレブン,選手 (Player),GK,FW,山 (Mountain),Justice,Strong Punch | God Hand | Fireball Knuckle,90.0,97.0,91.0,98.0,105.0,111.0,97.0,689,Keep > Keep,Keep > Keep | Shoot > Shoot
113,Haru Onotomo,Gaby Farmer,じさくは,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Bond,Low Drive | Bewildered | Cyclone,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Offense,Shoot > Shoot | Offense > Defense
114,Goki Robo,A. Woodbridge,ロボ,男 (Male),イナズマイレブン,選手 (Player),MF,FW,風 (Wind),Counter,Nutmeg | Bewildered | Utter Gutsiness Bat,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Shoot | Shoot > Shoot
115,Konomu Geimu,Gus Gamer,ゲームき,男 (Male),イナズマイレブン,選手 (Player),FW,MF,火 (Fire),Tension,Low Drive | Utter Gutsiness Bat | Bewildered,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Shoot,Defense > Shoot | Offense > Defense
116,Moe Manga,Mark Gambling,まんがか,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Bond,Curve Shot | Bewildered | Utter Gutsiness Bat,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Offense,Defense > Shoot | Shoot > Offense
117,Tatsuhito Akeito,Theodore Master,アーケード,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Rough Play,Power Shot | Bewildered | Cross Drive,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Shoot > Offense,Shoot > Shoot | Shoot > Offense
118,Tsutomu Kiuchi,Ham Signalman,木内,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Breach,Deceptive Step | Bewildered | Coil Turn,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Shoot | Defense > Defense
119,Sakuo Zokei,Bill Formby,フィギュア,男 (Male),イナズマイレブン,選手 (Player),DF,FW,山 (Mountain),Breach,Rolling Steal | Spider Web | Bewildered,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Defense > Shoot | Shoot > Shoot
120,Sota Toma,Grant Eldorado,闘馬,男 (Male),イナズマイレブン,選手 (Player),GK,FW,火 (Fire),Tension,Mighty Save | Power Shield | Flash Upper,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Keep > Keep | Shoot > Shoot
121,Sakuta Seimo,Mike Vox,せいゆう,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Counter,Cunning Pull | Fake Ball | Flurry Dash,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Defense > Shoot | Offense > Defense
122,Saguri Netto,Ollie Webb,ネット,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Counter,Cunning Pull | Scorching Tackle | Cross Drive,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Defense > Defense | Shoot > Offense
123,Saito Maniya,Manny Artic,真二屋,男 (Male),イナズマイレブン,監督 (Manager),MF,DF,山 (Mountain),Justice,Shoulder Tackle | Dash Accelerator | Gravestone,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
124,Meina Meido,Meina Maiden,芽衣奈,女 (Female),イナズマイレブン,マネージャー (Coordinator),DF,FW,林 (Forest),Breach,Curving Cut | Dual Strike | Wall of Atlantis,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Shoot,Defense > Defense | Shoot > Shoot
125,Santa Momochi,Morgan Sanders,百地,男 (Male),イナズマイレブン,選手 (Player),GK,MF,林 (Forest),Bond,Mighty Save | Whirlwind | Warp Space,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Keep > Keep | Offense > Defense
126,Nagato Fujibayashi,Newton Flust,藤林 (Forest),男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Tension,Shoulder Tackle | Shadow Stitch | Clone Faker,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Offense > Shoot | Shoot > Offense
127,Jin Kosaka,Jim Hillfort,高坂,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Justice,Shoulder Tackle | Afterimage | Spider Web,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Defense > Offense | Offense > Defense
128,Gamasuke Jiraiya,Galen Thunderbird,児雷也,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Bond,Feint Play | Sumo Stomp | Shadow Stitch,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Defense > Offense | Shoot > Offense
129,Goeta Ishikawa,Finn Stoned,ゴエモン,男 (Male),イナズマイレブン,選手 (Player),DF,MF,火 (Fire),Tension,Curving Cut | Sumo Stomp | Shadow Stitch,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Defense > Offense | Shoot > Offense
130,Koheita Fuma,Phil Wingate,風 (Wind)魔,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Justice,Crosscut Feint | Spider Web | Afterimage,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Defense,Defense > Shoot | Defense > Defense
131,Gen Koga,Jez Shell,甲賀,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Bond,Heel Flick | Clone Faker | Phantom Shot,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Offense > Offense | Defense > Defense
132,Sanosuke Sarutobi,Jupiter Jumper,猿飛,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Rough Play,Nutmeg | Monkey Turn | Dirt Ball,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Offense,Offense > Offense | Defense > Defense
133,Juro Yagyu,Sam Samurai,柳生,男 (Male),イナズマイレブン,選手 (Player),FW,DF,林 (Forest),Breach,Power Shot | Quick Draw | Shadow Stitch,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Shoot > Defense,Offense > Shoot | Defense > Defense
134,Hanzo Hatsutori,Hank Sullivan,初鳥,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Bond,Deceptive Step | Afterimage | Flurry Dash,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Offense,Defense > Defense | Defense > Defense
135,Saiji Kirigakure,Sail Bluesea,霧隠,男 (Male),イナズマイレブン,選手 (Player),FW,DF,火 (Fire),Breach,Low Drive | Dirt Ball | Afterimage,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Shoot,Defense > Shoot | Defense > Defense
136,Yasaburo Hachiya,John Reynolds,鉢屋,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Bond,Low Drive | Flurry Dash | Afterimage,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Shoot > Offense,Offense > Offense | Offense > Defense
137,Dan Kato,Dan Hopper,加藤,男 (Male),イナズマイレブン,選手 (Player),DF,FW,山 (Mountain),Counter,Cunning Pull | Sumo Stomp | Condor Dive,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Defense,Offense > Defense | Shoot > Shoot
138,Kiyomori Ideura,Cal Trops,出浦,男 (Male),イナズマイレブン,選手 (Player),MF,FW,林 (Forest),Tension,Dust Kick | Afterimage | Twin Boost,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Offense,Defense > Shoot | Shoot > Shoot
139,Kazuma Takigawa,Winston Falls,滝川,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Rough Play,Dust Kick | Afterimage | Spider Web,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Offense,Defense > Offense | Defense > Defense
140,Yamon Kido,Kevin Castle,城戸,男 (Male),イナズマイレブン,選手 (Player),GK,MF,風 (Wind),Bond,Strong Punch | Toughness Block | Whirlwind,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Keep > Keep | Shoot > Offense
141,Senichi Igajima,Sammy Igajima,伊賀島,男 (Male),イナズマイレブン,監督 (Manager),MF,DF,火 (Fire),Breach,Crosscut Feint | Super Sumo Stomp | Heel Drop,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
142,Yuichi Ayano,Albert Green,綾野,男 (Male),イナズマイレブン,選手 (Player),GK,MF,火 (Fire),Counter,Strong Punch | Wood Chopper | Infinite Wall,86.0,94.0,88.0,98.0,103.0,105.0,93.0,667,Keep > Keep,Keep > Keep | Offense > Defense
143,Eisuke Sumino,Seward Hayseed,炭野,男 (Male),イナズマイレブン,選手 (Player),DF,FW,山 (Mountain),Bond,Rolling Steal | Kung Fu Header | Whirlwind Twister,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Shoot,Shoot > Defense | Shoot > Shoot
144,Kazunori Serizawa,Kent Work,芹沢,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Justice,Rolling Steal | Quick Draw | Bamboo Pattern,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Offense > Shoot | Shoot > Offense
145,Hiroshi Makiya,Mark Hillvalley,牧谷,男 (Male),イナズマイレブン,選手 (Player),DF,GK,山 (Mountain),Rough Play,Curving Cut | Harvest | Earthquake,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Defense,Defense > Keep | Keep > Keep
146,Hiro Shiotani,Herb Sherman,塩谷,男 (Male),イナズマイレブン,選手 (Player),DF,FW,火 (Fire),Counter,Curving Cut | Harvest | Grenade Shot,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Shoot > Keep | Shoot > Shoot
147,Yo Yamane,Joe Small,山 (Mountain)根,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Justice,Crosscut Feint | Harvest | Spinning Cut,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Defense,Defense > Defense | Defense > Defense
148,Shoji Ikui,Ike Steiner,育井,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Breach,Crosscut Feint | Mole Fake | Shine Drive,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Defense | Defense > Defense
149,Noboru Ogoi,Orville Newman,大鯉,男 (Male),イナズマイレブン,選手 (Player),MF,FW,火 (Fire),Justice,Feint Dash | Kung Fu Header | Steeple Shot,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Shoot,Offense > Shoot | Shoot > Shoot
150,Toru Harano,Tom Walters,原野,男 (Male),イナズマイレブン,選手 (Player),MF,FW,山 (Mountain),Rough Play,Crosscut Feint | Run Ball Run | Whirlwind Twister,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Shoot,Offense > Shoot | Shoot > Shoot
151,Daichi Negami,Daniel Dawson,大地,男 (Male),イナズマイレブン,選手 (Player),MF,FW,風 (Wind),Bond,Heel Flick | Mole Fake | Run Ball Run,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Defense | Shoot > Shoot
152,Shigeki Tanushimaru,Stuart Racoonfur,田主丸,男 (Male),イナズマイレブン,選手 (Player),FW,MF,林 (Forest),Justice,Curve Shot | Shine Drive | Flurry Dash,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Shoot > Shoot,Offense > Offense | Shoot > Offense
153,Hisashi Kusao,Lorne Mower,草生,男 (Male),イナズマイレブン,選手 (Player),GK,FW,山 (Mountain),Breach,Power Catch | Wood Chopper | Table-Turner,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Keep > Shoot | Shoot > Shoot
154,Uehito Yoneyama,Homer Grower,米山 (Mountain),男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Breach,Rolling Steal | Mole Fake | Spinning Cut,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Defense > Defense | Offense > Defense
155,Shigeki Inukai,Rolf Howells,犬飼,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Bond,Rolling Steal | Quick Draw | Monkey Turn,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Defense > Defense | Shoot > Offense
156,Sakuhei Fukui,Luke Lively,福井,男 (Male),イナズマイレブン,選手 (Player),DF,FW,林 (Forest),Tension,Cunning Pull | Sumo Stomp | Harvest,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Defense,Shoot > Defense | Shoot > Shoot
157,Chihiro Fuji,Ben Nevis,富士,男 (Male),イナズマイレブン,選手 (Player),DF,FW,風 (Wind),Rough Play,Shoulder Tackle | Tarzan Kick | Spider Web,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Shoot,Defense > Defense | Shoot > Shoot
158,Kamekichi Shinno,Turtle Newfield,新野,男 (Male),イナズマイレブン,監督 (Manager),MF,DF,風 (Wind),Counter,Cunning Pull | Water Veil | The Tower,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
159,Yowami Nanzan,John Neville,軟山 (Mountain),男 (Male),イナズマイレブン,選手 (Player),GK,DF,火 (Fire),Counter,Power Catch | Toughness Block | Wood Chopper,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Keep > Keep | Defense > Defense
160,Mamoru Nishigaki,Malcolm Night,西垣,男 (Male),イナズマイレブン,選手 (Player),DF,MF,火 (Fire),Counter,Shoulder Tackle | Dash Accelerator | Spinning Cut,82.0,87.0,85.0,102.0,107.0,89.0,119.0,671,Defense > Offense,Shoot > Shoot | Shoot > Offense
161,Akihi Megawa,Alfred Meenan,女 (Female)川,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Justice,Curving Cut | Quick Draw | Hurricane Arrows,82.0,87.0,85.0,102.0,107.0,89.0,119.0,671,Defense > Defense,Offense > Offense | Offense > Defense
162,Dan Mitsumune,Dan Mirthful,光宗,男 (Male),イナズマイレブン,選手 (Player),DF,FW,林 (Forest),Rough Play,Feint Play | Spinning Cut | Earthquake,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Shoot > Shoot | Shoot > Shoot
163,Ritsuki Kurobe,Ricky Clover,黒部,男 (Male),イナズマイレブン,選手 (Player),DF,FW,山 (Mountain),Justice,Cunning Pull | Coil Turn | Hurricane Arrows,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Shoot > Defense | Shoot > Shoot
164,Dan Tobiyama,Toby Damian,跳山 (Mountain),男 (Male),イナズマイレブン,選手 (Player),MF,FW,風 (Wind),Bond,Dust Kick | Back Tornado | Quick Draw,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Shoot,Shoot > Defense | Shoot > Shoot
165,Naoto Yakata,York Nashmith,屋形,男 (Male),イナズマイレブン,選手 (Player),MF,FW,林 (Forest),Justice,Crosscut Feint | Monkey Turn | Back Tornado,97.0,113.0,114.0,85.0,81.0,81.0,101.0,672,Offense > Offense,Offense > Shoot | Shoot > Shoot
166,Sakito Mogi,Zachary Moore,茂木,男 (Male),イナズマイレブン,選手 (Player),MF,FW,林 (Forest),Breach,Feint Dash | Illusory Ball | Twin Boost,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Defense | Shoot > Shoot
167,Masaru Mukata,Marvin Murdock,勝,男 (Male),イナズマイレブン,選手 (Player),FW,MF,火 (Fire),Rough Play,Low Drive | Triangle Z | Back Tornado,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Shoot,Offense > Shoot | Shoot > Offense
168,Tomo Mukata,Thomas Murdock,友,男 (Male),イナズマイレブン,選手 (Player),FW,MF,風 (Wind),Rough Play,Curve Shot | Back Tornado | Killer Slide,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Shoot,Shoot > Defense | Shoot > Offense
169,Tsutomu Mukata,Tyler Murdock,努,男 (Male),イナズマイレブン,選手 (Player),FW,MF,山 (Mountain),Justice,Low Drive | Spinning Cut | Back Tornado,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Defense,Shoot > Shoot | Offense > Defense
170,Masanori Dando,Simon Calier,段堂,男 (Male),イナズマイレブン,選手 (Player),GK,DF,林 (Forest),Tension,Power Catch | Full Power Shield | Dash Accelerator,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Defense > Keep | Defense > Defense
171,Nenji Fukazawa,Brody Gloom,深沢,男 (Male),イナズマイレブン,選手 (Player),MF,FW,山 (Mountain),Breach,Crosscut Feint | Dash Accelerator | Ghost Pull,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Shoot > Keep | Shoot > Shoot
172,Yuichi Mamorino,Victor Talis,守野,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Counter,Crosscut Feint | Whirlwind Twister | Spinning Cut,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Offense,Defense > Shoot | Defense > Defense
173,Yosuke Nakai,Eren Middleton,中井,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Bond,Feint Play | Ghost Pull | Blade Attack,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Offense > Shoot | Offense > Defense
174,Seiki Ishii,Peter Wells,石井,男 (Male),イナズマイレブン,選手 (Player),DF,FW,風 (Wind),Bond,Feint Play | Killer Slide | Spinning Shot,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Defense,Defense > Shoot | Shoot > Shoot
175,Shugo Nikaido,Seth Nichols,二階堂,男 (Male),イナズマイレブン,監督 (Manager),DF,FW,風 (Wind),Justice,Rolling Steal | Fire Tornado | The Tower,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Shoot,Defense > Defense | Shoot > Shoot
176,Donichi Posei,Paul Siddon,ポセイドン,男 (Male),イナズマイレブン,選手 (Player),GK,MF,山 (Mountain),Breach,Strong Punch | Tsunami Wall | Gigant Wall,85.0,93.0,88.0,95.0,103.0,109.0,94.0,667,Keep > Keep,Defense > Keep | Offense > Defense
177,Hikaru Aporo,Apollo Light,アポロン,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Justice,Cunning Pull | Shine Drive | Dash Storm,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Shoot,Defense > Defense | Offense > Defense
178,En Hepai,Jeff Iron,ヘパイス,男 (Male),イナズマイレブン,選手 (Player),DF,MF,火 (Fire),Counter,Rolling Steal | Dash Storm | Flame Dance,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Offense,Shoot > Shoot | Offense > Defense
179,Ran Aresu,Lane War,アレス,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Bond,Cunning Pull | Ghost Pull | Heaven's Time,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Defense,Offense > Defense | Shoot > Offense
180,Geki Deio,Danny Wood,ディオ,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Bond,Cunning Pull | Mega Quake | Zigzag Spark,87.0,90.0,92.0,99.0,103.0,89.0,112.0,672,Defense > Defense,Defense > Shoot | Offense > Defense
181,Saneki Arute,Artie Mishman,アルテミス,男 (Male),イナズマイレブン,選手 (Player),MF,DF,風 (Wind),Rough Play,Nutmeg | Heaven's Time | Illusory Ball,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Offense,Defense > Shoot | Defense > Defense
182,Matsuaki Herume,Arion Matlock,ヘルメス,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Rough Play,Heel Flick | Heaven's Time | Cyclone,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Offense,Offense > Defense | Defense > Defense
183,Tomo Atena,Wesley Knox,アテナ,男 (Male),イナズマイレブン,選手 (Player),MF,DF,林 (Forest),Justice,Dust Kick | Dash Storm | Spinning Cut,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Offense,Defense > Defense | Defense > Defense
184,Yutaka Demete,Jonas Demetrius,デメテル,男 (Male),イナズマイレブン,選手 (Player),FW,MF,火 (Fire),Tension,Low Drive | Reflect Buster | Dash Storm,119.0,113.0,102.0,85.0,81.0,81.0,90.0,671,Shoot > Shoot,Offense > Shoot | Shoot > Offense
185,Terumi Afuro,Byron Love,アフロディ,男 (Male),イナズマイレブン,選手 (Player),MF,FW,林 (Forest),Breach,Dust Kick | God Knows | Heaven's Time,104.0,112.0,109.0,91.0,92.0,85.0,100.0,693,Offense > Shoot,Shoot > Shoot | Shoot > Shoot
186,Tadashi Hera,Henry House,ヘラ,男 (Male),イナズマイレブン,選手 (Player),MF,DF,火 (Fire),Bond,Feint Dash | Divine Arrows | Killer Slide,101.0,109.0,107.0,88.0,89.0,81.0,97.0,672,Offense > Shoot,Shoot > Offense | Defense > Defense
187,Michiyuki Ika,Iggy Russ,イカロス,男 (Male),イナズマイレブン,選手 (Player),GK,MF,風 (Wind),Bond,Strong Punch | Tsunami Wall | Galatyn,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Keep > Keep | Offense > Defense
188,Tamamatsu Aki,Gus Heeley,アキレス,男 (Male),イナズマイレブン,選手 (Player),FW,DF,山 (Mountain),Bond,Chip Shot | Blade Attack | Ghost Pull,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Defense,Shoot > Defense | Defense > Defense
189,Resu Heraku,Harry Closs,ヘラクレス,男 (Male),イナズマイレブン,選手 (Player),DF,MF,火 (Fire),Counter,Cunning Pull | Sumo Stomp | Earthquake,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Defense,Defense > Offense | Offense > Defense
190,Tokio Kurono,Andy Chronic,クロノス,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Breach,Rolling Steal | Heaven's Time | Kung Fu Header,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Offense > Offense | Shoot > Offense
191,Usa Medo,Ned Yousef,メドゥーサ,男 (Male),イナズマイレブン,選手 (Player),MF,DF,山 (Mountain),Justice,Feint Dash | Spider Web | Freeze Shot,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Offense > Defense,Shoot > Defense | Defense > Defense
192,Hiroto Munakata,Herman Muller,大翔,男 (Male),イナズマイレブン,選手 (Player),GK,DF,風 (Wind),Justice,Mighty Save | Fireball Knuckle | Rocket Kobushi,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Keep,Defense > Keep | Defense > Defense
193,Kaito Hideyama,Keth Claus,海人,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Justice,Shoulder Tackle | Dash Accelerator | Killer Slide,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Offense > Defense | Shoot > Offense
194,Ryota Kitagaki,Robert Silver,亮太,男 (Male),イナズマイレブン,選手 (Player),DF,MF,風 (Wind),Rough Play,Feint Play | Flurry Dash | Bewildered,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Defense > Offense,Defense > Defense | Shoot > Offense
195,Itsuki Sejima,Izzy Island,樹,男 (Male),イナズマイレブン,選手 (Player),DF,MF,林 (Forest),Tension,Curving Cut | Spider Web | Thief's Eye,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Defense,Defense > Offense | Offense > Defense
196,Sota Shintake,Sothern Newman,颯太,男 (Male),イナズマイレブン,選手 (Player),DF,MF,山 (Mountain),Tension,Cunning Pull | Dash Accelerator | Earthquake,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Offense > Keep | Shoot > Offense
